run_date,gati_id,sku,variant_id,product_title,product_status,karat,gross_weight_g,diamond_cost,making_cost,admin_url
2026-08-06,,,48120221958401,TestPOS,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9042656329985/variants/48120221958401
2026-08-06,,,48632162255105,Nosepin,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9127283163393/variants/48632162255105
2026-08-06,,,48632162287873,Nosepin,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9127283163393/variants/48632162287873
2026-08-06,,,48632162320641,Nosepin,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9127283163393/variants/48632162320641
2026-08-06,,,48708681138433,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681138433
2026-08-06,,,48708681171201,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681171201
2026-08-06,,,48708681203969,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681203969
2026-08-06,,,48708681236737,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681236737
2026-08-06,,,48708681269505,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681269505
2026-08-06,,,48708681302273,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681302273
2026-08-06,,,48708681335041,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681335041
2026-08-06,,,48708681367809,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681367809
2026-08-06,,,48708681400577,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681400577
2026-08-06,,,48708681433345,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681433345
2026-08-06,,,48708681466113,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681466113
2026-08-06,,,48708681498881,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681498881
2026-08-06,,,48708681531649,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681531649
2026-08-06,,,48708681564417,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681564417
2026-08-06,,,48708681597185,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681597185
2026-08-06,,,48708681662721,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681662721
2026-08-06,,,48708681695489,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681695489
2026-08-06,,,48708681728257,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681728257
2026-08-06,,,48708681761025,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681761025
2026-08-06,,,48708681793793,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681793793
2026-08-06,,,48708681826561,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681826561
2026-08-06,,,48708681859329,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681859329
2026-08-06,,,48708681892097,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681892097
2026-08-06,,,48708681924865,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681924865
2026-08-06,,,48708681957633,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681957633
2026-08-06,,,48708681990401,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708681990401
2026-08-06,,,48708682023169,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708682023169
2026-08-06,,,48708682055937,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708682055937
2026-08-06,,,48708682088705,Box Chain,ACTIVE,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9137657348353/variants/48708682088705
2026-08-06,,,50157093519617,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093519617
2026-08-06,,,50157093552385,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093552385
2026-08-06,,,50157093585153,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093585153
2026-08-06,,,50157093617921,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093617921
2026-08-06,,,50157093650689,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093650689
2026-08-06,,,50157093683457,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093683457
2026-08-06,,,50157093716225,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093716225
2026-08-06,,,50157093748993,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093748993
2026-08-06,,,50157093781761,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093781761
2026-08-06,,,50157093814529,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093814529
2026-08-06,,,50157093847297,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093847297
2026-08-06,,,50157093880065,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093880065
2026-08-06,,,50157093912833,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093912833
2026-08-06,,,50157093945601,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093945601
2026-08-06,,,50157093978369,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157093978369
2026-08-06,,,50157094011137,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094011137
2026-08-06,,,50157094043905,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094043905
2026-08-06,,,50157094076673,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094076673
2026-08-06,,,50157094109441,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094109441
2026-08-06,,,50157094142209,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094142209
2026-08-06,,,50157094174977,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094174977
2026-08-06,,,50157094207745,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094207745
2026-08-06,,,50157094240513,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094240513
2026-08-06,,,50157094273281,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094273281
2026-08-06,,,50157094306049,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094306049
2026-08-06,,,50157094338817,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094338817
2026-08-06,,,50157094371585,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094371585
2026-08-06,,,50157094404353,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094404353
2026-08-06,,,50157094437121,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094437121
2026-08-06,,,50157094469889,Arya Lab Necklace,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694292737/variants/50157094469889
2026-08-06,,,50157094502657,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094502657
2026-08-06,,,50157094535425,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094535425
2026-08-06,,,50157094568193,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094568193
2026-08-06,,,50157094600961,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094600961
2026-08-06,,,50157094633729,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094633729
2026-08-06,,,50157094666497,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094666497
2026-08-06,,,50157094699265,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094699265
2026-08-06,,,50157094732033,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094732033
2026-08-06,,,50157094764801,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094764801
2026-08-06,,,50157094797569,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094797569
2026-08-06,,,50157094830337,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094830337
2026-08-06,,,50157094863105,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094863105
2026-08-06,,,50157094895873,Arabesque Elongated Cushion 1.04ct ring,DRAFT,18K,0,0,0,https://admin.shopify.com/store/auracarat/products/9304694325505/variants/50157094895873
